OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
2031,H0027,Big Creek 1,0,Southern California Edison (SCE),Fresno,82.9,UNIT 1,WAT,11/1/1913 12:00:00 AM,0,-119.239692259,37.2040592330001
2032,H0161,Eastwood (Pumped Storage),0,Southern California Edison (SCE),Fresno,199,UNIT 1,WAT,1/1/1988 12:00:00 AM,0,-119.256681775,37.1478311760001
2033,H0040,Big Pine,0,Los Angeles Department of Water & Power (LADWP),Inyo,3.2,Unit 1,WAT,7/1/1925 12:00:00 AM,0,-118.324224782,37.142161576
2034,S9135,Foothill - De Anza Community College District,0,Not Available,Santa Clara,1.6,1,SUN,1/1/2012 12:00:00 AM,0,-122.124738272,37.363142182
2035,S9136,Foothill College - Pv Capstone,0,Not Available,Santa Clara,1.7,1,SUN,1/1/2012 12:00:00 AM,0,-122.13028867,37.363691778
2036,G0080,Cardinal Cogen - Retired 3/31/2015,1,Cardinal Cogen,Santa Clara,52.8,"GTG1, STG1",NG,12/1/1987 12:00:00 AM,0,-122.175774293,37.4299359190001
2037,G1047,San Jose-Santa Clara Regional Wastewater Facility,0,City of San Jose,Santa Clara,22.4,"CE-1, CE-2, CE-3, CE-4, E-2, E-3, E-5, EG-1, EG-2, EG-3",NG,8/10/2020 12:00:00 AM,0,-121.943014074,37.434078825
2038,S9005,Google Inc.,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.084042573,37.4224406000001
2039,S9031,Google Inc.,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.084477354,37.421448243
2040,S9058,West Valley Mission Community College,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.012828278,37.264294932
2041,S9069,Network Appliance/Chevron Energy Solutions,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.026109471,37.4151352000001
2042,S9075,Applied Materials Inc.,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.004472783,37.3800203980001
2043,S9081,Ohlone Community College District,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.980687106,37.4113706040001
2044,S9128,Network Appliance,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 12:00:00 AM,0,-122.026155235,37.4159534030001
2045,S9134,City of Sunnyvale Wastewater Treatment Plant,0,Not Available,Santa Clara,1.6,1,SUN,1/1/2012 12:00:00 AM,0,-122.034920994,37.422607355
2046,S9149,Advanced Micro Decives,0,Not Available,Santa Clara,3,1,SUN,1/1/2012 12:00:00 AM,0,-121.999202647,37.386570836
2047,S9151,Spansion LLC,0,Not Available,Santa Clara,3,1,SUN,1/1/2012 12:00:00 AM,0,-122.005547408,37.3774795080001
2048,E0181,Sunnyvale Water Pollution Control Plant,0,City of Sunnyvale Water Pollution Control Plant,Santa Clara,1.6,"S-14, S-15",LFG,7/1/1997 12:00:00 AM,0,-122.015081789,37.4184805
2049,E0141,Santa Clara - Retired Dec 2005,1,Pacific Recovery Corp,Santa Clara,1.5,1,LFG,12/1/1986 12:00:00 AM,0,-121.970538218,37.413703436
2050,E0303,Zero Waste to Energy,0,Zero Waste to Energy Development Company,Santa Clara,1.6,Unit 1,LFG,1/1/2016 12:00:00 AM,0,-121.951246734,37.43466934
2051,G0114,Santa Clara Cogen,0,Silicon Valley Power,Santa Clara,7.8,"1, 2",NG,6/1/1982 12:00:00 AM,0,-121.944241226,37.364255217
2052,G0169,Donald Von Raesfeld Power Plant (DVR),0,Silicon Valley Power,Santa Clara,147,"CT1, CT2, SG",NG,11/1/2004 12:00:00 AM,1,-121.9509986,37.376958889
2053,G0228,Gianera,0,Silicon Valley Power,Santa Clara,64.3,"1, 2",NG,6/1/1987 12:00:00 AM,0,-121.968665036,37.4011427890001
2054,G0144,Altivity Packaging - Santa Clara - Retired December 2017,1,Graphic Packaging International Inc,Santa Clara,25,COGEN 1,NG,6/1/1986 12:00:00 AM,0,-121.944536784,37.3685909330001
2055,G0898,San Jose FMC,1,Pacific Gas & Electric (PG&E),Santa Clara,45,Unit 1,OIL,5/27/1997 12:00:00 AM,0,-121.92378147,37.3483975280001
2056,S9047,Airport Division City of San Jose,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.922534899,37.365103645
2057,S9094,City of San Jose,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.861618515,37.3178579070001
2058,S9095,City of Santa Clara,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.921689508,37.3804411720001
2059,S9101,County of Santa Clara,0,Not Available,Santa Clara,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.922541868,37.38105976
2060,S9103,County of Santa Clara,0,Not Available,Santa Clara,1.1,1,SUN,1/1/2012 12:00:00 AM,0,-121.921820803,37.3810449640001
2061,S9112,Independence HS,0,Not Available,Santa Clara,1.2,1,SUN,1/1/2012 12:00:00 AM,0,-121.859143996,37.3662304320001
2062,S9127,San Jose Evergreen Community College,0,Not Available,Santa Clara,1.4,1,SUN,1/1/2012 12:00:00 AM,0,-121.765924985,37.3039200470001
2063,S9172,Gridley Main Two,0,LIGHTBEAM POWER COMPANY GRIDLEY MAIN TWO LLC,Santa Clara,2.5,Unit 1,SUN,4/1/2013 12:00:00 AM,0,-121.915738831,37.3674013310001
2064,G0087,San Jose Cogeneration,0,San Jose State University,Santa Clara,7,"GEN1, GEN2",NG,12/1/1984 12:00:00 AM,0,-121.878318916,37.336108053
2065,G0221,Agnews Power Plant,0,O.L.S. Energy - Agnews Inc,Santa Clara,30.5,"AG1JT1, AG1ST1",NG,4/1/1990 12:00:00 AM,0,-121.92705026,37.4111479100001
2066,G0121,San Jose Convention Center (Closed 2001),1,City of San Jose,Santa Clara,1.5,1,NG,5/1/1990 12:00:00 AM,0,-121.889470916,37.327768807
2067,G0866,Los Esteros Critical Energy Facility,0,"Los Esteros Critical Energy Facility, LLC",Santa Clara,332,"LE1JT1, LE1JT1-RP, LE1JT2, LE1JT2-RP, LE1JT3, LE1JT3-RP, LE1JT4, LE1JT4-RP, LE1ST1",NG,3/1/2003 12:00:00 AM,1,-121.932154926,37.4252006290001
2068,S0459,Frontier Solar LLC (Crow Creek),0,Clenera - Renewable Energy,Stanislaus,20,1,SUN,6/7/2016 12:00:00 AM,0,-121.149083094,37.3677966720001
2069,E0150,Stanislaus Resource Recovery Facility,0,Covanta Energy Inc,Stanislaus,24,UNIT 1,MSW,1/1/1989 12:00:00 AM,0,-121.140914153,37.385362754
2070,S9035,E & J Gallo Winery,0,Not Available,Merced,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.810810964,37.376426585
2071,E0043,J R Wood Incorporated - Retired December 2004,1,Dole Packaged Frozen Foods,Merced,1.05,GEN1,NG,1/1/1992 12:00:00 AM,0,-120.629048355,37.361573949
2072,G0283,JRW Associates LP,1,Ridgewood Power Management LLC,Merced,10.4,Unit 1-8,NG,4/1/1991 12:00:00 AM,0,-120.628323848,37.362427575
2073,H0301,Fairfield,0,Merced Irrigation District,Merced,0.9,1,WAT,6/1/1983 12:00:00 AM,0,-120.432514174,37.368561975
2074,S0429,Merced Solar,0,Merced Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 12:00:00 AM,0,-120.484431139,37.267772961
2075,S0430,Mission Solar,0,Mission Solar LLC,Merced,1.5,Unit 1,SUN,4/1/2015 12:00:00 AM,0,-120.48248714,37.267772961
2076,S9090,City of Atwater,0,Not Available,Merced,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.600496211,37.360275652
2077,S9267,Pristine Sun Fund 10 Fresno PGE LLC_(2097_Helton),0,Not Available,Merced,1.5,Unit 1,SUN,5/1/2015 12:00:00 AM,0,-120.507439706,37.351101897
2078,S9029,UC Merced,0,Not Available,Merced,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.414485651,37.362686619
2079,H0120,Crane Valley,0,Pacific Gas & Electric (PG&E),Madera,0.9,1,WAT,7/1/1919 12:00:00 AM,0,-119.529475192,37.291588217
2080,H0450,San Joaquin #3,0,Pacific Gas & Electric (PG&E),Madera,4,3,WAT,8/1/1923 12:00:00 AM,0,-119.519029191,37.254004283
2081,H0499,Portal,0,Southern California Edison (SCE),Fresno,10,UNIT 1,WAT,12/1/1956 12:00:00 AM,0,-119.159100559,37.2569365750001
2082,H0041,Bishop Creek 2,0,Southern California Edison (SCE),Inyo,7.3,1,WAT,11/1/1908 12:00:00 AM,0,-118.573505058,37.2736641750001
2083,H0042,Bishop Creek 3,0,Southern California Edison (SCE),Inyo,7.84,1,WAT,6/1/1913 12:00:00 AM,0,-118.532011786,37.3020415410001
2084,H0394,Pleasant Valley,0,Los Angeles Department of Water & Power (LADWP),Inyo,2.7,Unit 1,WAT,2/1/1958 12:00:00 AM,0,-118.523704596,37.4138642770001
2085,H0043,Bishop Creek 4,0,Southern California Edison (SCE),Inyo,7.95,1,WAT,9/1/1905 12:00:00 AM,0,-118.50183963,37.3229965880001
2086,H0044,Bishop Creek 5,0,Southern California Edison (SCE),Inyo,3.8,1,WAT,6/1/1919 12:00:00 AM,0,-118.479645691,37.3344537460001
2087,H0045,Bishop Creek 6,0,Southern California Edison (SCE),Inyo,1.6,1,WAT,3/1/1913 12:00:00 AM,0,-118.462752391,37.349970614
2088,G0636,United Cogen Inc (SFO) - Retired 3/31/2012,1,United Cogen Inc,San Mateo,31,"CTG, STG",NG,12/1/1985 12:00:00 AM,0,-122.39276816,37.623323161
2089,E0218,Ameresco Half Moon Bay (Ox Mountain Landfill),0,Ameresco Inc,San Mateo,11.46,"1, 2, 3, 4, 5, 6",LFG,4/1/2009 12:00:00 AM,0,-122.406021872,37.5040075210001
2090,E0123,Marsh Road Power Plant (Retired 2013),1,OPAL Fuels,San Mateo,2,"Unit 1, Unit 2, Unit 3, Unit 4",LFG,12/1/1983 12:00:00 AM,0,-122.174568067,37.494546078
2091,G0515,SRI International Cogen Project,0,International Power Technology Inc,San Mateo,6,UNIT 1,NG,4/1/1987 12:00:00 AM,0,-122.172888934,37.4551822070001
2092,G1034,COBUG - City of Palo Alto Backup Generator,0,City of Palo Alto,Santa Clara,4.52,"Unit 1, Unit 2, Unit 3, Unit 4",NG,3/1/2002 12:00:00 AM,0,-122.109795444,37.4383984040001
2093,S9104,JATCO,0,Not Available,Alameda,1.1,1,SUN,1/1/2012 12:00:00 AM,0,-122.00945318,37.5921700530001
2094,S9121,Alameda Water District,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 12:00:00 AM,0,-121.962635935,37.504667118
2095,E0146,Byxbee Park Sanitary Landill - Retired December 2004,1,WPI Packaging & Maintenance Co,Santa Clara,2,"GEN1, GEN2",OGW,1/1/1990 12:00:00 AM,0,-122.103359995,37.4498282860001
2096,E0179,Newby Island I,1,OPAL Fuels,Santa Clara,2,"Unit 1, Unit 2, Unit 3, Unit 4",LFG,9/1/1984 12:00:00 AM,0,-121.935751845,37.455115893
2097,E0122,Newby Island II (Retired 2010),1,OPAL Fuels,Santa Clara,3.3,"1, 2, 3",LFG,12/1/1989 12:00:00 AM,0,-121.932363085,37.454762665
2098,E0134,Modesto Energy - Retired Dec 2002,1,Modesto Energy LP,Stanislaus,14,MELP,OGW,4/26/1988 12:00:00 AM,0,-121.269400839,37.539341795
2099,W0395,Teichert Vernalis,0,Foundation Windpower,San Joaquin,1.5,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.35672167,37.61664868
2100,G0016,Almond Power Plant,0,Turlock Irrigation District,Stanislaus,223,"UNIT 1, UNIT 2-1, UNIT 2-2, UNIT 2-3",NG,10/1/1995 12:00:00 AM,1,-120.985192547,37.574043121
2101,G0900,Walnut Energy Center,0,Turlock Irrigation District,Stanislaus,300.6,"Unit 1, Unit 2, Unit 3",NG,2/28/2006 12:00:00 AM,1,-120.89587592,37.4872143760001
2102,E0012,TID Fuel Cell (Retired 2012),1,Turlock Irrigation District,Stanislaus,1.2,FC,OBG,1/20/2009 12:00:00 AM,0,-120.867946213,37.484998197
2103,G0662,Walnut,0,Turlock Irrigation District,Stanislaus,48,"212813, 212814",NG,4/1/1986 12:00:00 AM,0,-120.90470884,37.48994944
2104,H0234,Hickman,0,Turlock Irrigation District,Stanislaus,1.1,"1, 2",WAT,9/1/1979 12:00:00 AM,0,-120.746328314,37.6215553690001
2105,H0300,Canal Creek (RETA),0,Merced Irrigation District,Merced,0.9,1,WAT,8/1/1983 12:00:00 AM,0,-120.489789182,37.4542255740001
2106,H0325,Merced ID (Parker),0,Merced Irrigation District,Merced,2.7,1,WAT,4/1/1982 12:00:00 AM,0,-120.444430012,37.4778382900001
2107,H0530,Turlock Lake,0,Turlock Irrigation District,Stanislaus,3.3,"1, 2, 3",WAT,7/1/1980 12:00:00 AM,0,-120.594665732,37.6114592390001
2108,H0175,Exchequer,0,Merced Irrigation District,Mariposa,94.5,EXC-1,WAT,1/1/1967 12:00:00 AM,0,-120.272760153,37.584371538
2109,H0316,McSwain,0,Merced Irrigation District,Mariposa,9,MCS-1,WAT,7/1/1967 12:00:00 AM,0,-120.310158082,37.5220858980001
2110,H0324,Merced Falls,0,Merced Irrigation District,Merced,10,Unit 598,WAT,7/21/1930 12:00:00 AM,0,-120.32988943,37.523182633
2111,H0110,Control Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38,Unit 1,WAT,4/1/1952 12:00:00 AM,0,-118.55693779,37.437989218
2112,H0328,Middle Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,38,Unit 1,WAT,5/1/1952 12:00:00 AM,0,-118.569253307,37.5099857340001
2113,H0536,Upper Gorge,0,Los Angeles Department of Water & Power (LADWP),Inyo,36,Unit 1,WAT,6/1/1953 12:00:00 AM,0,-118.589993018,37.5460010360001
2114,G0462,Potrero Generating Station - Retired 2/28/2011,1,GenOn Holdings Inc.,San Francisco,363,"POT3, POT4, POT5, POT6",NG,1/1/1965 12:00:00 AM,0,-122.381915667,37.7566434620001
2115,S0123,Sunset Reservoir North Basin Solar,0,Deriva Energy,San Francisco,4.5,1,SUN,11/1/2010 12:00:00 AM,0,-122.483486484,37.750887698
2116,S9064,Fremont Group  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.396299165,37.7911691800001
2117,S9068,Market & Second Inc/Real Energy,0,Not Available,San Francisco,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.400787124,37.7893166200001
2118,S9113,Fremont Group Inc.  50 Beale/DG Cogen Partners LLC,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 12:00:00 AM,0,-122.396601009,37.7914460100001
2119,S9119,San Francisco State University,0,Not Available,San Francisco,1.2,1,SUN,1/1/2012 12:00:00 AM,0,-122.477043562,37.7275309520001
2120,S9131,Equity Office Property,0,Not Available,San Francisco,1.5,1,SUN,1/1/2012 12:00:00 AM,0,-122.394256139,37.7972399010001
2121,S9138,University of San Francisco,0,Not Available,San Francisco,2,1,SUN,1/1/2012 12:00:00 AM,0,-122.450456326,37.7765740660001
2122,S9140,Southeast Wastwater Treatment Plant/CCSF,0,Not Available,San Francisco,2,1,SUN,1/1/2012 12:00:00 AM,0,-122.391814456,37.741796134
2123,E0110,Southeast Digester Gas Cogen Plant,0,SF Public Utilities Commission,San Francisco,2.1,1,OBG,7/1/2002 12:00:00 AM,0,-122.392944975,37.739526832
2124,G0127,SF Fuel Cell Station,0,Pacific Gas & Electric (PG&E),San Francisco,1.6,1,NG,9/1/2011 12:00:00 AM,0,-122.476014007,37.7234774990001
2125,G0272,Hunters Point (Closed May 2006),1,Pacific Gas & Electric (PG&E),San Francisco,222,"Unit 144, Unit 321",NG,12/12/1948 12:00:00 AM,0,-122.375769934,37.7373037610001
2126,G0641,Univ of San Francisco Cogen,0,University of San Francisco,San Francisco,1.5,S-17,NG,9/1/1987 12:00:00 AM,0,-122.451700361,37.7765923750001
2127,G0935,Russell City Energy Center,0,"Russell City Energy Company, LLC",Alameda,640,"CTG1, CTG2, ST1",NG,8/8/2013 12:00:00 AM,1,-122.133720611,37.6347344800001
2128,S9030,Port of Oakland,0,Not Available,Alameda,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.300522644,37.8045444300001
2129,S9043,Peralta Community College Dist,0,Not Available,Alameda,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.161123816,37.7908860480001
2130,S9066,Ghiradelli Chocolate,0,Not Available,Alameda,1,1,SUN,1/1/2012 12:00:00 AM,0,-122.150410704,37.711981049
2131,S9133,Oro Loma Sanitary District,0,Not Available,Alameda,1.5,1,SUN,1/1/2012 12:00:00 AM,0,-122.153133385,37.664991366
2132,G0379,Alameda,0,Northern California Power Agency,Alameda,49.9,"1, 2",NG,5/1/1986 12:00:00 AM,0,-122.289340187,37.7886891910001
2133,G0406,Oakland Power Plant,0,Duke Energy Oakland LLC,Alameda,223.5,"1, 2, 3",JF,1/1/1978 12:00:00 AM,0,-122.281886803,37.7964390440001
2134,G1028,CSU East Bay Fuel Cell,0,Pacific Gas & Electric (PG&E),Alameda,1.4,1,NG,9/23/2011 12:00:00 AM,0,-122.059502027,37.658530882
2135,S9025,AT&T Services Inc.,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.964752327,37.768075278
2136,S9073,AT&T San Ramon (PV)/AT&T Services Inc,0,Not Available,Contra Costa,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.964572307,37.765931396
2137,S9039,Community College District Chabot Las Positas,0,Not Available,Alameda,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.798596593,37.7130121550001
2138,S9083,Carl Zeiss Meditec Inc.,0,Not Available,Alameda,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.889800142,37.712771962
2139,S9123,Chabot - Las Positas Community College,0,Not Available,Alameda,1.3,1,SUN,1/1/2012 12:00:00 AM,0,-121.927077179,37.706287295
2140,S9146,Chabot Las Positas Community College District,0,Not Available,Alameda,2.3,1,SUN,1/1/2012 12:00:00 AM,0,-121.794929582,37.7122126100001
2141,F0002,Santa Rita Jail Fuel Cell,0,Fuel Cell Energy,Alameda,1.4,MB18,NG,12/16/2016 12:00:00 AM,0,-121.888199872,37.7174180220001
2142,G1015,Mariposa Energy  LLC,0,Mariposa Energy LLC,Alameda,200,"Mariposa 1, Mariposa 2, Mariposa 3, Mariposa 4",NG,10/1/2012 12:00:00 AM,1,-121.601859826,37.7888237220001
2143,S0220,RE Mohican,0,Kaiser Permanente,Alameda,1,1,SUN,9/1/2010 12:00:00 AM,0,-121.715500802,37.7061138650001
2144,S0619,Whitehorn Solar LLC,0,REV Renewables,Alameda,3.3,Unit 1,SUN,2/18/2016 12:00:00 AM,0,-121.717446746,37.6915041180001
2145,S9049,Health Plan Inc. Kaiser Foundation,0,Not Available,Alameda,1,1,SUN,1/1/2012 12:00:00 AM,0,-121.716626832,37.707901602
2146,E0071,Ameresco Vasco Road LLC,0,Ameresco Inc,Alameda,4.34,"Unit 1, Unit 2",LFG,2/22/2014 12:00:00 AM,0,-121.728828433,37.754584327
2147,E0106,Altamont Gas Recovery,0,Bio Energy Partners/WM Renewable Energy,Alameda,7,"1, 2, 3, 4",LFG,3/1/1989 12:00:00 AM,0,-121.649852904,37.749303002
2148,G0184,Byron Power Partners LP - Retired December 2010,1,Ridgewood Power Management LLC,Alameda,1.3,Unit 1-5,NG,5/1/1990 12:00:00 AM,0,-121.600549981,37.7914428170001
2149,W0333,ALTAMONT-  01W035 - Retired 10/31/2015,1,See WPRS for details,Alameda,72,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.649388058,37.7280446180001
2150,W0394,Vasco Wind Energy Center,0,NextEra Energy Resources LLC,Alameda,78.2,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.723109379,37.7888391720001
2151,W0423,Diablo Wind LLC,0,NextEra Energy Resources LLC,Alameda,17.98,WPRS 1,WND,12/7/2012 12:00:00 AM,0,-121.617339398,37.7618245830001
2152,W0426,Buena Vista Energy LLC,0,See WPRS for details,Contra Costa,38,WPRS 1,WND,5/1/2005 12:00:00 AM,0,-121.658381516,37.8086752300001
2153,W0298,Seawest Industries  Inc San Jacinto - Retired 11/1/2015,1,Seawest Energy Group,Riverside,17,WPRS 1,WND,1/1/1983 12:00:00 AM,0,-121.640463272,37.707867908
2154,W0322,Altamont Pass Windplant -Retired 11/1/2015,1,See WPRS for details,Alameda,110,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.656433561,37.74150602
2155,W0331,Santa Clara 85C - Decommissioned 7/1/2016,1,Not Available,Alameda,16.02,WPRS 1,WND,12/30/1985 12:00:00 AM,0,-121.64588698,37.7397968080001
2156,W0336,Altamont Infrastructure Company - 01W144 - Retired 11/1/2015,1,Green Ridge Service LLC,Alameda,367.03,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.652960783,37.7322709370001
2157,W0337,ALTAMONT - 01W146A - Retired 10/31/2015,1,See WPRS for details,Alameda,43.1,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.655454983,37.743643886
2158,W0340,ALTAMONT - 01W146D - Retired 11/1/2015,1,See WPRS for details,Alameda,15,WPRS 1,WND,1/1/1986 12:00:00 AM,0,-121.686419607,37.7569277150001
2159,W0346,Altamont Midway Ltd - Retired 4/1/2015,1,See WPRS for details,Alameda,56.2,WPRS 1,WND,4/16/1985 12:00:00 AM,0,-121.579023295,37.767286325
2160,W0347,ALTAMONT - 16W011 - Retired 10/31/2015,1,See WPRS for details,Alameda,23.8,WPRS 1,WND,1/1/1987 12:00:00 AM,0,-121.691550335,37.739135757
2161,W0348,Flowind 3-4 - Retired 10/31/2015,1,Green Ridge Service LLC,Alameda,18.96,WPRS 1,WND,1/1/1985 12:00:00 AM,0,-121.69080183,37.7810022580001
2162,W0352,Patterson Pass -Retired 11/1/2014,1,See WPRS for details,Alameda,21.84,WPRS 1,WND,4/2/1985 12:00:00 AM,0,-121.601047737,37.709379691
2163,W0353,Dyer Road - Retired 4/1/2015,1,See WPRS for details,Alameda,16.9,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-121.611034424,37.7518937460001
2164,W0375,Difwind VII - Retired 11/1/2015,1,See WPRS for details,Alameda,24,WPRS 1,WND,1/1/1987 12:00:00 AM,0,-121.652560354,37.7368074710001
2165,W0377,DifWind IX - Retired 11/1/2015,1,See WPRS for details,Alameda,18,WPRS 1,WND,1/1/2011 12:00:00 AM,0,-121.643790587,37.7394078450001
2166,W0446,Windpower Partners 1992  L.P - Retired 11/1/2015,1,See WPRS for details,Alameda,30,WPRS 1,WND,1/1/1988 12:00:00 AM,0,-121.655534351,37.7336069400001
2167,W0461,Golden Hills,0,See WPRS for details,Alameda,85.92,WPRS 1,WND,12/1/2015 12:00:00 AM,0,-121.615298062,37.7723690440001
2168,W0468,Golden Hills North,0,See WPRS for details,Alameda,46,WPRS 1,WND,11/8/2017 12:00:00 AM,0,-121.631838685,37.7672849460001
2169,W0453,Windpower Partners 1991  L.P. - Retired 11/1/2015,1,See WPRS for details,Alameda,16.3,WPRS 1,WND,12/31/1989 12:00:00 AM,0,-121.707059379,37.7788126830001
2170,W0482,Altamont Winds LLC,0,Greenbacker Renewable Energy Company LLC,Alameda,57.5,WPRS 1,WND,7/2/2021 12:00:00 AM,0,-121.671570902,37.739360504
2171,E0096,Tracy Biomass Plant (retired 6/1/2019),1,Thermal Energy Dev Partner LP,San Joaquin,23,GEN 1,WDS,4/26/1990 12:00:00 AM,0,-121.488255744,37.720058152
2172,G0838,Tracy Peaker Plant (reconfigured from Peaker to CC 2012),0,"MRP San Joaquin Energy, LLC",San Joaquin,333,"TCC 1, TPP 1, TPP 1CT, TPP 2, TPP 2CT",NG,8/1/2012 12:00:00 AM,1,-121.491282527,37.7107934420001
2173,W0396,Safeway Tracy,0,Foundation Windpower,San Joaquin,2,WPRS 1,WND,10/1/2010 12:00:00 AM,0,-121.521686585,37.713662416
2174,G0529,San Joaquin Cogen - Retired 6/27/2017,1,Heorot Power Management,San Joaquin,48,LM5000,NG,1/1/1990 12:00:00 AM,0,-121.290430921,37.8067673240001
2175,G0128,Lathrop Plant,0,JR Simplot Company,San Joaquin,4,1,NG,9/30/1995 12:00:00 AM,0,-121.277493859,37.8067910120001
2176,S0180,McHenry Solar Plant,0,AxInfra US LP,Stanislaus,25.5,1,SUN,7/20/2012 12:00:00 AM,0,-120.99097578,37.736255204
2177,G0204,MID Ripon,0,Modesto Irrigation District,San Joaquin,100,"Ripon 1, Ripon 2",NG,6/21/2006 12:00:00 AM,0,-121.125322142,37.731266948
2178,G0564,Ripon Cogeneration Facility,0,Ripon Cogeneration LLC,San Joaquin,49.9,UNIT 1,NG,4/1/1988 12:00:00 AM,0,-121.115926166,37.7314189860001
2179,G0679,Woodland Generation Station,0,Modesto Irrigation District,Stanislaus,185,"Woodland 1, Woodland 2-12, Woodland 3a-f",NG,12/1/1993 12:00:00 AM,0,-121.019591469,37.652608458
2180,G0336,McClure,0,Modesto Irrigation District,Stanislaus,112,"1, 2",DFO,7/1/1980 12:00:00 AM,0,-120.931366645,37.6290083650001
2181,G0254,Hershey Chocolate Confectionery Oakdale Plant -Shutdown 2011,1,Hershey Chocolate & Confectionary Corp,Stanislaus,6.2,Unit 1,NG,4/1/1987 12:00:00 AM,0,-120.843853609,37.750665649
2182,H0599,Stone Drop,0,Modesto Irrigation District,Stanislaus,0.6,1,WAT,4/1/1984 12:00:00 AM,0,-120.719074915,37.643382031
2183,H0144,Don Pedro,0,Turlock Irrigation District,Tuolumne,170.9,"6710281, 6710282, 6710283, 8513242",WAT,5/1/1971 12:00:00 AM,0,-120.420062576,37.6960238980001
2184,H0276,La Grange,0,Turlock Irrigation District,Stanislaus,8.4,"1, 117954, 2, 342321",WAT,11/1/1989 12:00:00 AM,0,-120.443840167,37.6696683060001
